24.01.2022 10:47:51,до 30 минут,до 1 часа,С 25 лет до 38 лет
24.01.2022 10:48:26,до 30 минут,до 1 часа,С 18 лет до 25 лет
24.01.2022 10:56:59,до 30 минут,до 1 часа,Больше 38 лет
24.01.2022 11:03:07,не провожу,до 30 минут,До 14 лет
24.01.2022 11:04:38,не провожу,до 30 минут,Больше 38 лет
24.01.2022 11:05:58,до 1 часа,не провожу,До 14 лет
24.01.2022 11:06:45,не провожу,не провожу,Больше 38 лет
24.01.2022 11:19:32,не провожу,не провожу,Больше 38 лет
24.01.2022 11:27:43,не провожу,до 1 часа,С 25 лет до 38 лет
24.01.2022 11:29:44,до 30 минут,до 1 часа,С 25 лет до 38 лет
24.01.2022 11:33:37,не провожу,до 1 часа,С 25 лет до 38 лет
24.01.2022 11:36:04,до 1 часа,до 2 часов,С 14 лет до 18 лет
24.01.2022 11:36:24,до 1 часа,до 1 часа,С 14 лет до 18 лет
24.01.2022 11:40:25,до 30 минут,до 2 часов,С 14 лет до 18 лет
24.01.2022 11:45:31,до 30 минут,до 1 часа,Больше 38 лет
24.01.2022 11:51:55,до 30 минут,до 30 минут,Больше 38 лет
24.01.2022 12:05:13,до 1 часа,до 1 часа,С 14 лет до 18 лет
24.01.2022 12:22:25,до 1 часа,до 1 часа,Больше 38 лет
24.01.2022 12:24:02,до 30 минут,до 30 минут,С 14 лет до 18 лет
24.01.2022 12:24:51,до 30 минут,до 30 минут,С 14 лет до 18 лет
24.01.2022 12:27:11,не провожу,до 30 минут,С 25 лет до 38 лет
24.01.2022 12:27:18,до 2 часов,до 1 часа,С 14 лет до 18 лет
24.01.2022 12:29:27,не провожу,до 1 часа,Больше 38 лет
24.01.2022 12:29:41,не провожу,до 2 часов,Больше 38 лет
24.01.2022 12:31:42,не провожу,до 30 минут,Больше 38 лет
24.01.2022 12:33:53,не провожу,до 1 часа,Больше 38 лет
24.01.2022 12:34:39,не провожу,не провожу,Больше 38 лет
24.01.2022 12:40:02,не провожу,не провожу,Больше 38 лет
24.01.2022 12:46:53,не провожу,не провожу,Больше 38 лет
24.01.2022 12:47:12,не провожу,не провожу,Больше 38 лет
24.01.2022 13:05:18,до 1 часа,до 1 часа,До 14 лет
24.01.2022 13:08:29,не провожу,не провожу,С 25 лет до 38 лет
24.01.2022 13:16:57,до 30 минут,не провожу,Больше 38 лет
24.01.2022 13:50:57,до 30 минут,до 1 часа,С 14 лет до 18 лет
24.01.2022 14:05:49,больше 5 часов,больше 5 часов,С 14 лет до 18 лет
24.01.2022 14:08:44,не провожу,до 2 часов,С 14 лет до 18 лет
24.01.2022 14:38:53,не провожу,до 2 часов,С 14 лет до 18 лет
24.01.2022 14:44:50,до 30 минут,до 2 часов,До 14 лет
24.01.2022 14:47:01,не провожу,до 1 часа,Больше 38 лет
24.01.2022 14:47:57,не провожу,до 30 минут,С 14 лет до 18 лет
24.01.2022 14:49:01,не провожу,не провожу,Больше 38 лет
24.01.2022 14:50:19,до 30 минут,до 30 минут,Больше 38 лет
24.01.2022 14:52:09,до 30 минут,до 1 часа,Больше 38 лет
24.01.2022 14:52:43,не провожу,до 2 часов,С 25 лет до 38 лет
24.01.2022 14:54:22,до 1 часа,не провожу,До 14 лет
24.01.2022 15:46:06,до 1 часа,до 1 часа,До 14 лет
24.01.2022 16:57:25,до 2 часов,до 2 часов,До 14 лет
24.01.2022 17:47:40,не провожу,до 3 часов,С 18 лет до 25 лет
24.01.2022 17:50:24,не провожу,до 30 минут,Больше 38 лет
24.01.2022 17:50:47,не провожу,до 30 минут,Больше 38 лет
24.01.2022 18:17:27,до 30 минут,не провожу,Больше 38 лет
24.01.2022 18:34:18,не провожу,не провожу,Больше 38 лет
24.01.2022 18:35:35,до 1 часа,до 1 часа,Больше 38 лет
24.01.2022 18:36:20,до 30 минут,до 30 минут,С 25 лет до 38 лет
24.01.2022 18:47:23,до 30 минут,не провожу,С 25 лет до 38 лет
24.01.2022 19:05:15,не провожу,не провожу,Больше 38 лет
24.01.2022 20:37:12,не провожу,не провожу,Больше 38 лет
24.01.2022 22:50:57,до 2 часов,до 2 часов,С 18 лет до 25 лет
